"week_date","month_num","season","title_clean","show_title","weekly_rank_num","weekly_hours_viewed_num","cumulative_weeks_in_top_10_num","type_clean","genre"
2023-10-29,10,fall,elite,Elite,1,37100000,2,TV Show,International TV Shows
2023-10-29,10,fall,elite,Elite,1,37100000,2,TV Show,Crime TV Shows
2023-10-29,10,fall,lupin,Lupin,2,25800000,4,TV Show,TV Action & Adventure
2023-10-29,10,fall,lupin,Lupin,2,25800000,4,TV Show,International TV Shows
2023-10-29,10,fall,lupin,Lupin,2,25800000,4,TV Show,Crime TV Shows
2023-10-29,10,fall,doona!,Doona!,3,31800000,2,,
2023-10-29,10,fall,pact of silence,Pact of Silence,4,45500000,3,,
2023-10-29,10,fall,strong girl nam-soon,Strong Girl Nam-soon,5,21600000,4,,
2023-10-29,10,fall,lupin,Lupin,6,8100000,4,TV Show,TV Action & Adventure
2023-10-29,10,fall,lupin,Lupin,6,8100000,4,TV Show,International TV Shows
2023-10-29,10,fall,lupin,Lupin,6,8100000,4,TV Show,Crime TV Shows
2023-10-29,10,fall,lupin,Lupin,7,7400000,8,TV Show,TV Action & Adventure
2023-10-29,10,fall,lupin,Lupin,7,7400000,8,TV Show,International TV Shows
2023-10-29,10,fall,lupin,Lupin,7,7400000,8,TV Show,Crime TV Shows
2023-10-29,10,fall,creature,Creature,8,12100000,2,,
2023-10-29,10,fall,kaala paani,Kaala Paani,9,11100000,2,,
2023-10-29,10,fall,learning and fun with jose comelon,Learning and fun with Jose Comelon,10,900000,1,,
2023-10-22,10,fall,old dads,Old Dads,1,23100000,1,,
2023-10-22,10,fall,the devil on trial,The Devil on Trial,2,11000000,1,,
2023-10-22,10,fall,gemini man,Gemini Man,3,14300000,5,,
2023-10-22,10,fall,reptile,Reptile,4,15800000,4,,
2023-10-22,10,fall,long shot,Long Shot,5,8800000,1,Movie,Documentaries
2023-10-22,10,fall,fair play,Fair Play,6,7300000,3,,
2023-10-22,10,fall,no hard feelings,No Hard Feelings,7,6600000,1,,
2023-10-22,10,fall,tammy,Tammy,8,6000000,1,,
2023-10-22,10,fall,spy kids,Spy Kids,9,5400000,1,Movie,Comedies
2023-10-22,10,fall,spy kids,Spy Kids,9,5400000,1,Movie,Children & Family Movies
2023-10-22,10,fall,scary movie,Scary Movie,10,5400000,1,Movie,Horror Movies
2023-10-22,10,fall,scary movie,Scary Movie,10,5400000,1,Movie,Comedies
2023-10-22,10,fall,the conference,The Conference,1,10900000,2,,
2023-10-22,10,fall,nowhere,Nowhere,2,9100000,4,,
2023-10-22,10,fall,ballerina,Ballerina,3,6600000,3,,
2023-10-22,10,fall,the quake,The Quake,4,6400000,1,,
2023-10-22,10,fall,forgotten love,Forgotten Love,5,8300000,4,,
2023-10-22,10,fall,�j??gb??n,�j??gb??n,6,5700000,2,,
2023-10-22,10,fall,heaven in hell,Heaven in Hell,7,5200000,1,,
2023-10-22,10,fall,dream girl 2,Dream Girl 2,8,4600000,1,,
2023-10-22,10,fall,a deadly invitation,A Deadly Invitation,9,2400000,3,,
2023-10-22,10,fall,omg 2,OMG 2,10,3500000,3,,
2023-10-22,10,fall,the fall of the house of usher,The Fall of the House of Usher,1,65300000,2,,
2023-10-22,10,fall,beckham,Beckham,2,32800000,3,,
2023-10-22,10,fall,bodies,Bodies,3,42000000,1,,
2023-10-22,10,fall,i woke up a vampire,I Woke Up A Vampire,4,12100000,1,,
2023-10-22,10,fall,sex education,Sex Education,5,21300000,5,TV Show,TV Comedies
2023-10-22,10,fall,sex education,Sex Education,5,21300000,5,TV Show,International TV Shows
2023-10-22,10,fall,sex education,Sex Education,5,21300000,5,TV Show,British TV Shows
2023-10-22,10,fall,love is blind,Love Is Blind,6,20400000,5,TV Show,Romantic TV Shows
2023-10-22,10,fall,love is blind,Love Is Blind,6,20400000,5,TV Show,Reality TV
2023-10-22,10,fall,big mouth,Big Mouth,7,7400000,1,TV Show,TV Comedies
2023-10-22,10,fall,one piece,ONE PIECE,8,10900000,8,TV Show,Anime Series
2023-10-22,10,fall,cocomelon,CoComelon,9,1400000,5,TV Show,Kids' TV
2023-10-22,10,fall,cocomelon,CoComelon,10,3600000,2,TV Show,Kids' TV
2023-10-22,10,fall,lupin,Lupin,1,42700000,3,TV Show,TV Action & Adventure
2023-10-22,10,fall,lupin,Lupin,1,42700000,3,TV Show,International TV Shows
2023-10-22,10,fall,lupin,Lupin,1,42700000,3,TV Show,Crime TV Shows
2023-10-22,10,fall,pact of silence,Pact of Silence,2,68800000,2,,
2023-10-22,10,fall,strong girl nam-soon,Strong Girl Nam-soon,3,20700000,3,,
2023-10-22,10,fall,lupin,Lupin,4,12900000,3,TV Show,TV Action & Adventure
2023-10-22,10,fall,lupin,Lupin,4,12900000,3,TV Show,International TV Shows
2023-10-22,10,fall,lupin,Lupin,4,12900000,3,TV Show,Crime TV Shows
2023-10-22,10,fall,lupin,Lupin,5,11500000,7,TV Show,TV Action & Adventure
2023-10-22,10,fall,lupin,Lupin,5,11500000,7,TV Show,International TV Shows
2023-10-22,10,fall,lupin,Lupin,5,11500000,7,TV Show,Crime TV Shows
2023-10-22,10,fall,elite,Elite,6,21100000,1,TV Show,Spanish-Language TV Shows
2023-10-22,10,fall,elite,Elite,6,21100000,1,TV Show,International TV Shows
2023-10-22,10,fall,elite,Elite,6,21100000,1,TV Show,Crime TV Shows
2023-10-22,10,fall,doona!,Doona!,7,19800000,1,,
2023-10-22,10,fall,stranded with my mother-in-law,Stranded with my Mother-in-Law,8,11500000,2,,
2023-10-22,10,fall,kaala paani,Kaala Paani,9,11700000,1,,
2023-10-22,10,fall,creature,Creature,10,8500000,1,,
2023-10-15,10,fall,reptile,Reptile,1,32300000,3,,
2023-10-15,10,fall,fair play,Fair Play,2,26900000,2,,
2023-10-15,10,fall,gemini man,Gemini Man,3,10300000,4,,
2023-10-15,10,fall,american made,American Made,4,9300000,1,,
2023-10-15,10,fall,mean girls,Mean Girls,5,6300000,3,,
2023-10-15,10,fall,ma,Ma,6,5800000,1,,
2023-10-15,10,fall,casper,Casper,7,5400000,1,,
2023-10-15,10,fall,tyson's run,Tyson's Run,8,5400000,1,,
2023-10-15,10,fall,the lost city,The Lost City,9,5800000,1,,
2023-10-15,10,fall,get out,Get Out,10,5300000,2,,
2023-10-15,10,fall,ballerina,Ballerina,1,23100000,2,,
2023-10-15,10,fall,nowhere,Nowhere,2,23900000,3,,
2023-10-15,10,fall,the conference,The Conference,3,12700000,1,,
2023-10-15,10,fall,forgotten love,Forgotten Love,4,15800000,3,,
2023-10-15,10,fall,omg 2,OMG 2,5,11500000,2,,
2023-10-15,10,fall,khufiya,Khufiya,6,8700000,2,,
2023-10-15,10,fall,a deadly invitation,A Deadly Invitation,7,4100000,2,,
2023-10-15,10,fall,�j??gb??n,�j??gb??n,8,4200000,1,,
2023-10-15,10,fall,overhaul,Overhaul,9,2900000,3,,
2023-10-15,10,fall,keys to the heart,Keys to the Heart,10,2700000,1,,
2023-10-15,10,fall,beckham,Beckham,1,54900000,2,,
2023-10-15,10,fall,the fall of the house of usher,The Fall of the House of Usher,2,51900000,1,,
2023-10-15,10,fall,sex education,Sex Education,3,32700000,4,TV Show,TV Comedies
2023-10-15,10,fall,sex education,Sex Education,3,32700000,4,TV Show,International TV Shows
2023-10-15,10,fall,sex education,Sex Education,3,32700000,4,TV Show,British TV Shows
2023-10-15,10,fall,big vape: the rise and fall of juul,Big Vape: The Rise and Fall of Juul,4,9700000,1,,
2023-10-15,10,fall,love is blind,Love Is Blind,5,27900000,4,TV Show,Romantic TV Shows
2023-10-15,10,fall,love is blind,Love Is Blind,5,27900000,4,TV Show,Reality TV
2023-10-15,10,fall,one piece,ONE PIECE,6,14300000,7,TV Show,Anime Series
2023-10-15,10,fall,cocomelon,CoComelon,7,1500000,4,TV Show,Kids' TV
2023-10-15,10,fall,virgin river,Virgin River,8,10700000,6,TV Show,TV Dramas
2023-10-15,10,fall,virgin river,Virgin River,8,10700000,6,TV Show,Romantic TV Shows
2023-10-15,10,fall,everything now,Everything Now,9,8300000,1,,
2023-10-15,10,fall,the great british baking show,The Great British Baking Show,10,4300000,2,TV Show,Reality TV
2023-10-15,10,fall,the great british baking show,The Great British Baking Show,10,4300000,2,TV Show,British TV Shows
2023-10-15,10,fall,lupin,Lupin,1,77900000,2,TV Show,TV Action & Adventure
2023-10-15,10,fall,lupin,Lupin,1,77900000,2,TV Show,International TV Shows
2023-10-15,10,fall,lupin,Lupin,1,77900000,2,TV Show,Crime TV Shows
2023-10-15,10,fall,lupin,Lupin,2,18700000,2,TV Show,TV Action & Adventure
2023-10-15,10,fall,lupin,Lupin,2,18700000,2,TV Show,International TV Shows
2023-10-15,10,fall,lupin,Lupin,2,18700000,2,TV Show,Crime TV Shows
2023-10-15,10,fall,strong girl nam-soon,Strong Girl Nam-soon,3,15800000,2,,
2023-10-15,10,fall,lupin,Lupin,4,16100000,6,TV Show,TV Action & Adventure
2023-10-15,10,fall,lupin,Lupin,4,16100000,6,TV Show,International TV Shows
2023-10-15,10,fall,lupin,Lupin,4,16100000,6,TV Show,Crime TV Shows
2023-10-15,10,fall,pact of silence,Pact of Silence,5,43300000,1,,
2023-10-15,10,fall,stranded with my mother-in-law,Stranded with my Mother-in-Law,6,6400000,1,,
2023-10-15,10,fall,dear child,Dear Child,7,8400000,6,,
2023-10-15,10,fall,destined with you,Destined with You,8,28900000,8,,
2023-10-15,10,fall,spy x family,SPY x FAMILY,9,1200000,1,,
2023-10-15,10,fall,di4ries,DI4RIES,10,4800000,1,,
2023-10-08,10,fall,reptile,Reptile,1,45100000,2,,
2023-10-08,10,fall,fair play,Fair Play,2,24200000,1,,
2023-10-08,10,fall,love is in the air,Love is in the Air,3,10700000,2,TV Show,TV Dramas
2023-10-08,10,fall,love is in the air,Love is in the Air,3,10700000,2,TV Show,International TV Shows
2023-10-08,10,fall,life of a king,Life of a King,4,10600000,1,,
2023-10-08,10,fall,infinite,Infinite,5,8600000,1,,
2023-10-08,10,fall,mean girls,Mean Girls,6,7300000,2,,
2023-10-08,10,fall,spy kids: armageddon,Spy Kids: Armageddon,7,7100000,3,,
2023-10-08,10,fall,last vegas,Last Vegas,8,7200000,1,,
2023-10-08,10,fall,identity thief,Identity Thief,9,7300000,1,,
2023-10-08,10,fall,the black book,The Black Book,10,7700000,3,,
2023-10-08,10,fall,nowhere,Nowhere,1,54400000,2,,
2023-10-08,10,fall,forgotten love,Forgotten Love,2,24500000,2,,
2023-10-08,10,fall,ballerina,Ballerina,3,15800000,1,,
2023-10-08,10,fall,overhaul,Overhaul,4,8400000,2,,
2023-10-08,10,fall,khufiya,Khufiya,5,13200000,1,,
2023-10-08,10,fall,"ice cold: murder, coffee and jessica wongso","Ice Cold: Murder, Coffee and Jessica Wongso",6,3800000,2,,
2023-10-08,10,fall,omg 2,OMG 2,7,6200000,1,,
2023-10-08,10,fall,street flow 2,Street Flow 2,8,3400000,2,,
2023-10-08,10,fall,jaane jaan,Jaane Jaan,9,4400000,3,,
2023-10-08,10,fall,a deadly invitation,A Deadly Invitation,10,2700000,1,,
2023-10-08,10,fall,beckham,Beckham,1,58800000,1,,
2023-10-08,10,fall,sex education,Sex Education,2,53800000,3,TV Show,TV Comedies
2023-10-08,10,fall,sex education,Sex Education,2,53800000,3,TV Show,International TV Shows
2023-10-08,10,fall,sex education,Sex Education,2,53800000,3,TV Show,British TV Shows
2023-10-08,10,fall,love is blind,Love Is Blind,3,32600000,3,TV Show,Romantic TV Shows
2023-10-08,10,fall,love is blind,Love Is Blind,3,32600000,3,TV Show,Reality TV
2023-10-08,10,fall,one piece,ONE PIECE,4,18800000,6,TV Show,Anime Series
2023-10-08,10,fall,encounters,Encounters,5,6800000,2,,
2023-10-08,10,fall,virgin river,Virgin River,6,15200000,5,TV Show,TV Dramas
2023-10-08,10,fall,virgin river,Virgin River,6,15200000,5,TV Show,Romantic TV Shows
2023-10-08,10,fall,castlevania: nocturne,Castlevania: Nocturne,7,6800000,2,,
2023-10-08,10,fall,murdaugh murders: a southern scandal,Murdaugh Murders: A Southern Scandal,8,3200000,3,,
2023-10-08,10,fall,who killed jill dando?,Who Killed Jill Dando?,9,3800000,2,,
2023-10-08,10,fall,the great british baking show,The Great British Baking Show,10,3500000,1,TV Show,Reality TV
2023-10-08,10,fall,the great british baking show,The Great British Baking Show,10,3500000,1,TV Show,British TV Shows
2023-10-08,10,fall,lupin,Lupin,1,63900000,1,TV Show,TV Action & Adventure
2023-10-08,10,fall,lupin,Lupin,1,63900000,1,TV Show,International TV Shows
2023-10-08,10,fall,lupin,Lupin,1,63900000,1,TV Show,Crime TV Shows
2023-10-08,10,fall,lupin,Lupin,2,13900000,1,TV Show,TV Action & Adventure
2023-10-08,10,fall,lupin,Lupin,2,13900000,1,TV Show,International TV Shows
2023-10-08,10,fall,lupin,Lupin,2,13900000,1,TV Show,Crime TV Shows
2023-10-08,10,fall,dear child,Dear Child,3,14500000,5,,
2023-10-08,10,fall,lupin,Lupin,4,10200000,5,TV Show,TV Action & Adventure
2023-10-08,10,fall,lupin,Lupin,4,10200000,5,TV Show,International TV Shows
2023-10-08,10,fall,lupin,Lupin,4,10200000,5,TV Show,Crime TV Shows
2023-10-08,10,fall,strong girl nam-soon,Strong Girl Nam-soon,5,2500000,1,,
2023-10-08,10,fall,the devil's plan,The Devil's Plan,6,14700000,2,,
2023-10-08,10,fall,destined with you,Destined with You,7,22500000,7,,
2023-10-08,10,fall,burning body,Burning Body,8,8700000,5,,
2023-10-08,10,fall,song of the bandits,Song of the Bandits,9,8600000,3,,
2023-10-08,10,fall,thursday's widows,Thursday's Widows,10,4400000,4,,
2023-10-01,10,fall,reptile,Reptile,1,40200000,1,,
2023-10-01,10,fall,love is in the air,Love is in the Air,2,17300000,1,TV Show,TV Dramas
2023-10-01,10,fall,love is in the air,Love is in the Air,2,17300000,1,TV Show,International TV Shows
2023-10-01,10,fall,the black book,The Black Book,3,23100000,2,,
2023-10-01,10,fall,spy kids: armageddon,Spy Kids: Armageddon,4,14700000,2,,
2023-10-01,10,fall,the croods: a new age,The Croods: A New Age,5,14100000,2,,
2023-10-01,10,fall,love at first sight,Love at First Sight,6,11400000,3,,
2023-10-01,10,fall,accused,Accused,7,4900000,1,,
2023-10-01,10,fall,the machine,The Machine,8,5700000,1,,
2023-10-01,10,fall,in time,In Time,9,5400000,3,,
2023-10-01,10,fall,force of nature,Force of Nature,10,4500000,1,,
2023-10-01,10,fall,nowhere,Nowhere,1,43200000,1,,
2023-10-01,10,fall,forgotten love,Forgotten Love,2,27800000,1,,
2023-10-01,10,fall,overhaul,Overhaul,3,14100000,1,,
2023-10-01,10,fall,jaane jaan,Jaane Jaan,4,14800000,2,,
2023-10-01,10,fall,street flow 2,Street Flow 2,5,6600000,1,,
2023-10-01,10,fall,"ice cold: murder, coffee and jessica wongso","Ice Cold: Murder, Coffee and Jessica Wongso",6,3000000,1,,
2023-10-01,10,fall,gandeevadhari arjuna,Gandeevadhari Arjuna,7,3900000,1,,
2023-10-01,10,fall,do not disturb,Do Not Disturb,8,2600000,1,,
2023-10-01,10,fall,ehrengard: the art of seduction,Ehrengard: The Art of Seduction,9,2100000,3,,
2023-10-01,10,fall,once upon a crime,Once Upon a Crime,10,2200000,3,,
2023-10-01,10,fall,sex education,Sex Education,1,108400000,2,TV Show,TV Comedies
2023-10-01,10,fall,sex education,Sex Education,1,108400000,2,TV Show,International TV Shows
2023-10-01,10,fall,sex education,Sex Education,1,108400000,2,TV Show,British TV Shows
2023-10-01,10,fall,who killed jill dando?,Who Killed Jill Dando?,2,12800000,1,,
2023-10-01,10,fall,love is blind,Love Is Blind,3,36200000,2,TV Show,Romantic TV Shows
2023-10-01,10,fall,love is blind,Love Is Blind,3,36200000,2,TV Show,Reality TV
2023-10-01,10,fall,murdaugh murders: a southern scandal,Murdaugh Murders: A Southern Scandal,4,8000000,2,,
2023-10-01,10,fall,encounters,Encounters,5,14900000,1,,
2023-10-01,10,fall,one piece,ONE PIECE,6,28400000,5,TV Show,Anime Series
2023-10-01,10,fall,virgin river,Virgin River,7,22600000,4,TV Show,TV Dramas
2023-10-01,10,fall,virgin river,Virgin River,7,22600000,4,TV Show,Romantic TV Shows
2023-10-01,10,fall,castlevania: nocturne,Castlevania: Nocturne,8,9800000,1,,
2023-10-01,10,fall,sex education,Sex Education,9,12800000,4,TV Show,TV Comedies
2023-10-01,10,fall,sex education,Sex Education,9,12800000,4,TV Show,International TV Shows
2023-10-01,10,fall,sex education,Sex Education,9,12800000,4,TV Show,British TV Shows
2023-10-01,10,fall,the pacific,The Pacific,10,15300000,2,,
2023-10-01,10,fall,dear child,Dear Child,1,25600000,4,,
2023-10-01,10,fall,song of the bandits,Song of the Bandits,2,22700000,2,,
2023-10-01,10,fall,the devil's plan,The Devil's Plan,3,10000000,1,,
2023-10-01,10,fall,burning body,Burning Body,4,14300000,4,,
2023-10-01,10,fall,kengan ashura,KENGAN ASHURA,5,9700000,2,TV Show,International TV Shows
2023-10-01,10,fall,kengan ashura,KENGAN ASHURA,5,9700000,2,TV Show,Anime Series
2023-10-01,10,fall,thursday's widows,Thursday's Widows,6,8100000,3,,
2023-10-01,10,fall,destined with you,Destined with You,7,20200000,6,,
2023-10-01,10,fall,a time called you,A Time Called You,8,11900000,4,,
2023-10-01,10,fall,behind your touch,Behind Your Touch,9,15700000,4,,
2023-10-01,10,fall,class act,Class Act,10,5200000,3,,
2023-09-24,9,fall,love at first sight,Love at First Sight,1,23000000,2,,
2023-09-24,9,fall,spy kids: armageddon,Spy Kids: Armageddon,2,11000000,1,,
2023-09-24,9,fall,in time,In Time,3,10400000,2,,
2023-09-24,9,fall,the black book,The Black Book,4,11600000,1,,
2023-09-24,9,fall,the croods: a new age,The Croods: A New Age,5,8700000,1,,
2023-09-24,9,fall,the wolf of wall street,The Wolf of Wall Street,6,9700000,1,,
2023-09-24,9,fall,the deep house,The Deep House,7,4000000,1,,
2023-09-24,9,fall,crawl,Crawl,8,4200000,1,,
2023-09-24,9,fall,mother's day,Mother's Day,9,5100000,2,Movie,Dramas
2023-09-24,9,fall,mother's day,Mother's Day,9,5100000,2,Movie,Comedies
2023-09-24,9,fall,you are so not invited to my bat mitzvah,You Are So Not Invited to My Bat Mitzvah,10,4300000,5,,
2023-09-24,9,fall,jaane jaan,Jaane Jaan,1,18800000,1,,
2023-09-24,9,fall,ehrengard: the art of seduction,Ehrengard: The Art of Seduction,2,6000000,2,,
2023-09-24,9,fall,once upon a crime,Once Upon a Crime,3,6300000,2,,
2023-09-24,9,fall,rosa peral's tapes,Rosa Peral's Tapes,4,2700000,3,,
2023-09-24,9,fall,freestyle,Freestyle,5,2600000,2,,
2023-09-24,9,fall,el conde,El Conde,6,2600000,2,,
2023-09-24,9,fall,how to deal with a heartbreak,How To Deal With a Heartbreak,7,1900000,1,,
2023-09-24,9,fall,bhola shankar (hindi),Bhola Shankar (Hindi),8,2300000,1,,
2023-09-24,9,fall,bhola shankar,Bhola Shankar,9,2300000,2,,
2023-09-24,9,fall,the great seduction,The Great Seduction,10,1300000,4,,
2023-09-24,9,fall,sex education,Sex Education,1,97600000,1,TV Show,TV Comedies
2023-09-24,9,fall,sex education,Sex Education,1,97600000,1,TV Show,International TV Shows
2023-09-24,9,fall,sex education,Sex Education,1,97600000,1,TV Show,British TV Shows
2023-09-24,9,fall,murdaugh murders: a southern scandal,Murdaugh Murders: A Southern Scandal,2,13600000,1,,
2023-09-24,9,fall,one piece,ONE PIECE,3,46600000,4,TV Show,Anime Series
2023-09-24,9,fall,virgin river,Virgin River,4,37700000,3,TV Show,TV Dramas
2023-09-24,9,fall,virgin river,Virgin River,4,37700000,3,TV Show,Romantic TV Shows
2023-09-24,9,fall,inside the world�s toughest prisons,Inside the World�s Toughest Prisons,5,12300000,2,,
2023-09-24,9,fall,surviving summer,Surviving Summer,6,12800000,2,,
2023-09-24,9,fall,love is blind,Love Is Blind,7,11900000,1,TV Show,Romantic TV Shows
2023-09-24,9,fall,love is blind,Love Is Blind,7,11900000,1,TV Show,Reality TV
2023-04-30,4,spring,murder mystery 2,Murder Mystery 2,5,6150000,5,,
2023-09-24,9,fall,kountry wayne: a woman's prayer,Kountry Wayne: A Woman's Prayer,8,2600000,1,,
2023-09-24,9,fall,the pacific,The Pacific,9,21500000,1,,
2023-09-24,9,fall,murdaugh murders: a southern scandal,Murdaugh Murders: A Southern Scandal,10,5700000,3,,
2023-09-24,9,fall,dear child,Dear Child,1,50200000,3,,
2023-09-24,9,fall,burning body,Burning Body,2,24500000,3,,
2023-09-24,9,fall,thursday's widows,Thursday's Widows,3,16400000,2,,
2023-09-24,9,fall,kengan ashura,KENGAN ASHURA,4,11700000,1,TV Show,International TV Shows
2023-09-24,9,fall,kengan ashura,KENGAN ASHURA,4,11700000,1,TV Show,Anime Series
2023-09-24,9,fall,destined with you,Destined with You,5,18900000,5,,
2023-09-24,9,fall,song of the bandits,Song of the Bandits,6,14900000,1,,
2023-09-24,9,fall,a time called you,A Time Called You,7,19700000,3,,
2023-09-24,9,fall,class act,Class Act,8,9300000,2,,
2023-09-24,9,fall,ragnarok,Ragnarok,9,5100000,5,TV Show,TV Dramas
